,task_id,title,label_JE,why,task,task_type
498,16190,Search Marketing Strategists,1,,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,Core
499,20320,Search Marketing Strategists,0,,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Core
500,20318,Search Marketing Strategists,0,,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,Core
501,20326,Search Marketing Strategists,1,,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,Core
502,20321,Search Marketing Strategists,1,,Create content strategies for digital media.,Core
503,20319,Search Marketing Strategists,0,,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,Core
504,16189,Search Marketing Strategists,0,,Collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,Core
505,20330,Search Marketing Strategists,0,,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,Core
506,20327,Search Marketing Strategists,1,,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",Core
507,16191,Search Marketing Strategists,0,,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",Core
508,16186,Search Marketing Strategists,1,,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",Core
509,16179,Search Marketing Strategists,1,,Propose online or multiple-sales-channel campaigns to marketing executives.,Core
510,20322,Search Marketing Strategists,1,,Evaluate new emerging media or technologies and make recommendations for their application within Internet marketing or search marketing campaigns.,Core
511,16188,Search Marketing Strategists,0,,"Communicate and collaborate with merchants, Webmasters, bloggers, or online editors to strategically place hyperlinks.",Core
512,16175,Search Marketing Strategists,0,,"Identify, evaluate, or procure hardware or software for implementing online marketing campaigns.",Core
513,16193,Search Marketing Strategists,0,,"Collaborate with Web, multimedia, or art design staffs to create multimedia Web sites or other internet content that conforms to brand and company visual format.",Core
514,16172,Search Marketing Strategists,1,,"Keep abreast of government regulations and emerging Web technology to ensure regulatory compliance by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",Core
515,20331,Search Marketing Strategists,0,,"Purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",Core
516,16185,Search Marketing Strategists,0,,"Coordinate sales or other promotional strategies with merchandising, operations, or inventory control staff to ensure product catalogs are current, accurate, and organized for best findability against user intent.",Core
517,20325,Search Marketing Strategists,0,,Execute or manage social media campaigns to inform search marketing tactics.,Core
518,16187,Search Marketing Strategists,1,,Conduct financial modeling for online marketing programs or Web site revenue forecasting.,Core
519,16174,Search Marketing Strategists,0,,Implement online customer service processes to ensure positive and consistent user experiences.,Supplemental
520,16184,Search Marketing Strategists,0,,"Develop transactional Web applications, using Web programming software and knowledge of programming languages, such as hypertext markup language (HTML) and extensible markup language (XML).",Supplemental
521,16183,Search Marketing Strategists,1,,"Identify and develop commercial or technical specifications, such as usability, pricing, checkout, or data security, to promote transactional internet-enabled commerce functionality.",Supplemental
522,16177,Search Marketing Strategists,0,,"Define product requirements, based on market research analysis, in collaboration with user interface design and engineering staff.",Supplemental
523,20324,Search Marketing Strategists,0,,"Execute or manage banner, video, or other non-text link ad campaigns.",Supplemental
524,16178,Search Marketing Strategists,0,,Assist in the evaluation or negotiation of contracts with vendors or online partners.,Supplemental
525,16181,Search Marketing Strategists,0,,"Prepare electronic commerce designs or prototypes, such as storyboards, mock-ups, or other content, using graphics design software.",Supplemental
526,16180,Search Marketing Strategists,0,,Assist in the development of online transaction or security policies.,Supplemental
527,20323,Search Marketing Strategists,0,,Execute and manage communications with digital journalists or bloggers.,Supplemental
528,16173,Search Marketing Strategists,0,,Resolve product availability problems in collaboration with customer service staff.,Supplemental
529,16176,Search Marketing Strategists,1,,Identify methods for interfacing Web application technologies with enterprise resource planning or other system software.,Supplemental
530,15965,Business Continuity Planners,1,,"Develop emergency management plans for recovery decision making and communications, continuity of critical departmental processes, or temporary shut-down of non-critical departments to ensure continuity of operation and governance.",Core
531,15962,Business Continuity Planners,1,,"Develop disaster recovery plans for physical locations with critical assets, such as data centers.",Core
532,15956,Business Continuity Planners,0,,Test documented disaster recovery strategies and plans.,Core
533,15960,Business Continuity Planners,1,,"Analyze impact on, and risk to, essential business functions or information systems to identify acceptable recovery time periods and resource requirements.",Core
534,15947,Business Continuity Planners,1,,"Write reports to summarize testing activities, including descriptions of goals, planning, scheduling, execution, results, analysis, conclusions, and recommendations.",Core
535,15957,Business Continuity Planners,1,,"Review existing disaster recovery, crisis management, or business continuity plans.",Core
536,15963,Business Continuity Planners,1,,Create scenarios to reestablish operations from various types of business disruptions.,Core
537,15951,Business Continuity Planners,0,,"Establish, maintain, or test call trees to ensure appropriate communication during disaster.",Core
538,15964,Business Continuity Planners,0,,Conduct or oversee contingency plan integration and operation.,Core
539,15961,Business Continuity Planners,1,,"Identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business, regulatory, or industry-specific change initiatives.",Core
540,15949,Business Continuity Planners,1,,Interpret government regulations and applicable codes to ensure compliance.,Core
541,15954,Business Continuity Planners,0,,Create or administer training and awareness presentations or materials.,Core
542,15959,Business Continuity Planners,1,,"Prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans.",Core
543,15955,Business Continuity Planners,0,,"Attend professional meetings, read literature, and participate in training or other educational offerings to keep abreast of new developments and technologies related to disaster recovery and business continuity.",Core
544,15958,Business Continuity Planners,0,,"Recommend or implement methods to monitor, evaluate, or enable resolution of safety, operations, or compliance interruptions.",Core
545,15953,Business Continuity Planners,1,,Create business continuity and disaster recovery budgets.,Core
546,15948,Business Continuity Planners,1,,Maintain and update organization information technology applications and network systems blueprints.,Core
547,15952,Business Continuity Planners,0,,Design or implement products and services to mitigate risk or facilitate use of technology-based tools and methods.,Core
548,15967,Business Continuity Planners,1,,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",Core
549,15966,Business Continuity Planners,0,,"Conduct or oversee collection of corporate intelligence to avoid fraud, financial crime, cyber attack, terrorism, and infrastructure failure.",Core
550,15950,Business Continuity Planners,0,,Identify individual or transaction targets to direct intelligence collection.,Supplemental
551,15981,Sustainability Specialists,1,,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",Core
552,15980,Sustainability Specialists,1,,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",Core
553,15979,Sustainability Specialists,1,,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",Core
554,15973,Sustainability Specialists,0,,Provide technical or administrative support for sustainability programs or issues.,Core
555,15968,Sustainability Specialists,1,,Review and revise sustainability proposals or policies.,Core
556,15976,Sustainability Specialists,0,,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,Core
557,15975,Sustainability Specialists,1,,Create or maintain plans or other documents related to sustainability projects.,Core
558,15978,Sustainability Specialists,0,,Collect information about waste stream management or green building practices to inform decision makers.,Core
559,15969,Sustainability Specialists,1,,"Research or review regulatory, technical, or market issues related to sustainability.",Core
560,15970,Sustainability Specialists,0,,"Identify or investigate violations of natural resources, waste management, recycling, or other environmental policies.",Core
561,15971,Sustainability Specialists,1,,Identify or create new sustainability indicators.,Core
562,15977,Sustainability Specialists,0,,"Create marketing or outreach media, such as brochures or Web sites, to communicate sustainability issues, procedures, or objectives.",Core
563,15974,Sustainability Specialists,0,,Identify or procure needed resources to implement sustainability programs or projects.,Core
564,15972,Sustainability Specialists,1,,"Write grant applications, rebate applications, or project proposals to secure funding for sustainability projects.",Core
565,15718,Online Merchants,0,,Fill customer orders by packaging sold items and documentation for direct shipping or by transferring orders to manufacturers or third-party distributors.,Core
566,15710,Online Merchants,1,,"Create, manage, or automate orders or invoices, using order management or invoicing software.",Core
567,15709,Online Merchants,1,,Deliver e-mail confirmation of completed transactions and shipment.,Core
568,15728,Online Merchants,0,,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",Core
569,15733,Online Merchants,0,,Purchase new or used items from online or physical sources for resale via retail or auction Web site.,Core
570,15707,Online Merchants,1,,Determine and set product prices.,Core
571,15730,Online Merchants,1,,"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",Core
572,15734,Online Merchants,1,,"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",Core
573,15729,Online Merchants,1,,"Compose images of products, using video or still cameras, lighting equipment, props, or photo or video editing software.",Core
574,15703,Online Merchants,0,,"Upload digital media, such as photos, video, or scanned images to online storefront, auction sites, or other shopping Web sites.",Core
575,15735,Online Merchants,1,,"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",Core
576,15714,Online Merchants,0,,Cancel orders based on customer requests or inventory or delivery problems.,Core
577,15732,Online Merchants,1,,"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",Core
578,15704,Online Merchants,0,,Order or purchase merchandise to maintain optimal inventory levels.,Core
579,15726,Online Merchants,1,,Determine location for product listings to maximize exposure to online traffic.,Core
580,15711,Online Merchants,0,,Create or maintain database of customer accounts.,Core
581,15717,Online Merchants,1,,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",Core
582,15713,Online Merchants,0,,Collaborate with search engine shopping specialists to place marketing content in desired online locations.,Core
583,15721,Online Merchants,1,,"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",Core
584,15719,Online Merchants,1,,Measure and analyze Web site usage data to maximize search engine returns or refine customer interfaces.,Core
585,15725,Online Merchants,1,,"Develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",Core
586,15708,Online Merchants,1,,Disclose merchant information and terms and policies of transactions in online or offline materials.,Core
587,15727,Online Merchants,1,,"Design customer interface of online storefront, using web programming or e-commerce software.",Supplemental
588,15716,Online Merchants,0,,"Select and purchase technical web services, such as web hosting services, online merchant accounts, shopping cart software, payment gateway software, or spyware.",Supplemental
589,15715,Online Merchants,0,,"Transfer digital media, such as music, video, or software, to customers via the Internet.",Supplemental
590,15724,Online Merchants,0,,"Devise, select, or purchase domain name and web address.",Supplemental
591,15722,Online Merchants,0,,Initiate online auctions through auction hosting sites or auction management software.,Supplemental
592,15723,Online Merchants,0,,"Implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls.",Supplemental
593,15720,Online Merchants,1,,"Investigate sources, such as auctions, estate sales, liquidators, wholesalers, or trade shows for new items, used items, or collectibles.",Supplemental
594,15702,Online Merchants,0,,"Participate in online forums or conferences to stay abreast of online retailing trends, techniques, or security threats.",Supplemental
595,15706,Online Merchants,0,,Integrate online retailing strategy with physical or catalogue retailing operations.,Supplemental
596,15712,Online Merchants,0,,"Create or distribute offline promotional material, such as brochures, pamphlets, business cards, stationary, or signage.",Supplemental
597,21482,Security Management Specialists,1,,Assess the nature and level of physical security threats so that the scope of the problem can be determined.,
598,21483,Security Management Specialists,1,,Budget and schedule security design work.,
599,21484,Security Management Specialists,0,,Conduct security audits to identify potential vulnerabilities related to physical security or staff safety.,
600,21485,Security Management Specialists,1,,"Design security policies, programs, or practices to ensure adequate security relating to alarm response, access card use, and other security needs.",
601,21486,Security Management Specialists,0,,"Design, implement, or establish requirements for security systems, video surveillance, motion detection, or closed-circuit television systems to ensure proper installation and operation.",
602,21487,Security Management Specialists,1,,Develop conceptual designs of security systems.,
603,21488,Security Management Specialists,1,,Develop or review specifications for design or construction of security systems.,
604,21489,Security Management Specialists,0,,"Engineer, install, maintain, or repair security systems, programmable logic controls, or other security-related electronic systems.",
605,21491,Security Management Specialists,0,,"Inspect physical security design features, installations, or programs to ensure compliance with applicable standards or regulations.",
606,21492,Security Management Specialists,0,,"Interview witnesses or suspects to identify persons responsible for security breaches or to establish losses, pursue prosecutions, or obtain restitution.",
607,21493,Security Management Specialists,0,,Monitor tapes or digital recordings to identify the source of losses.,
608,21494,Security Management Specialists,0,,"Monitor the work of contractors in the design, construction, and startup phases of security systems.",
609,21495,Security Management Specialists,1,,Outline system security criteria for pre-bid meetings with clients and companies to ensure comprehensiveness and appropriateness for implementation.,
610,21496,Security Management Specialists,1,,Perform risk analyses so that appropriate countermeasures can be developed.,
611,21497,Security Management Specialists,1,,Prepare documentation for case reports or court proceedings.,
612,21498,Security Management Specialists,1,,"Prepare, maintain, or update security procedures, security system drawings, or related documentation.",
613,21499,Security Management Specialists,1,,Provide system design and integration recommendations.,
614,21500,Security Management Specialists,1,,Recommend improvements in security systems or procedures.,
615,21502,Security Management Specialists,1,,"Review design drawings or technical documents for completeness, correctness, or appropriateness.",
616,21503,Security Management Specialists,0,,Test security measures for final acceptance and implement or provide procedures for ongoing monitoring and evaluation of the measures.,
617,21505,Accountants and Auditors,1,,Prepare detailed reports on audit findings.,Core
618,21506,Accountants and Auditors,1,,"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",Core
619,21507,Accountants and Auditors,0,,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",Core
620,21508,Accountants and Auditors,1,,"Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions.",Core
621,21509,Accountants and Auditors,0,,"Supervise auditing of establishments, and determine scope of investigation required.",Core
622,21510,Accountants and Auditors,0,,Confer with company officials about financial and regulatory matters.,Core
623,21511,Accountants and Auditors,1,,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",Core
624,21512,Accountants and Auditors,1,,"Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.",Core
625,21513,Accountants and Auditors,0,,Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,Core
626,21514,Accountants and Auditors,1,,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",Core
627,21515,Accountants and Auditors,1,,Prepare adjusting journal entries.,Core
628,21516,Accountants and Auditors,1,,Review accounts for discrepancies and reconcile differences.,Core
629,21517,Accountants and Auditors,1,,Establish tables of accounts and assign entries to proper accounts.,Core
630,21518,Accountants and Auditors,1,,Examine inventory to verify journal and ledger entries.,Core
631,21519,Accountants and Auditors,1,,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",Core
632,21520,Accountants and Auditors,1,,Report to management regarding the finances of establishment.,Core
633,21521,Accountants and Auditors,1,,"Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",Core
634,21522,Accountants and Auditors,1,,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",Core
635,21523,Accountants and Auditors,0,,"Examine whether the organization's objectives are reflected in its management activities, and whether employees understand the objectives.",Core
636,21524,Accountants and Auditors,1,,"Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.",Core
637,21525,Accountants and Auditors,0,,"Review taxpayer accounts, and conduct audits on-site, by correspondence, or by summoning taxpayer to office.",Supplemental
638,21526,Accountants and Auditors,1,,"Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements.",Supplemental
639,21527,Accountants and Auditors,0,,"Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans.",Supplemental
640,21528,Accountants and Auditors,0,,Represent clients before taxing authorities and provide support during litigation involving financial issues.,Supplemental
641,21529,Accountants and Auditors,0,,"Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records.",Supplemental
642,21530,Accountants and Auditors,0,,Conduct pre-implementation audits to determine if systems and programs under development will work as planned.,Supplemental
643,21531,Accountants and Auditors,1,,"Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",
644,21532,Accountants and Auditors,1,,"Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.",
645,21533,Accountants and Auditors,0,,Process invoices for payment.,
646,21534,Accountants and Auditors,1,,"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",
647,21535,Appraisers of Personal and Business Property,1,,"Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.",
648,21536,Appraisers of Personal and Business Property,1,,Create and maintain a database of completed appraisals.,
649,21537,Appraisers of Personal and Business Property,1,,"Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.",
650,21538,Appraisers of Personal and Business Property,0,,"Document physical characteristics of property such as measurements, quality, and design.",
651,21539,Appraisers of Personal and Business Property,1,,Forecast the value of property.,
652,21540,Appraisers of Personal and Business Property,0,,Inspect personal or business property.,
653,21541,Appraisers of Personal and Business Property,1,,"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",
654,21542,Appraisers of Personal and Business Property,1,,Recommend loan amounts based on the value of property being used as collateral.,
655,21543,Appraisers of Personal and Business Property,0,,Take photographs of property.,
656,21544,Appraisers of Personal and Business Property,0,,Testify in court as to the value of a piece of tangible property.,
657,21545,Appraisers of Personal and Business Property,1,,"Update appraisals when property has been improved, damaged, or has otherwise changed.",
658,21546,Appraisers of Personal and Business Property,1,,Verify that property matches legal descriptions or certifications.,
659,21547,Appraisers of Personal and Business Property,1,,"Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.",
660,21548,Appraisers of Personal and Business Property,1,,Write descriptions of the property being appraised.,
661,21549,Appraisers and Assessors of Real Estate,1,,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",Core
662,21550,Appraisers and Assessors of Real Estate,1,,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",Core
663,21551,Appraisers and Assessors of Real Estate,0,,Inspect new construction and major improvements to existing structures to determine values.,Core
664,21552,Appraisers and Assessors of Real Estate,1,,Collect and analyze relevant data to identify real estate market trends.,Core
665,21553,Appraisers and Assessors of Real Estate,1,,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",Core
666,21554,Appraisers and Assessors of Real Estate,0,,Explain assessed values to property owners and defend appealed assessments at public hearings.,Core
667,21555,Appraisers and Assessors of Real Estate,0,,Identify the ownership of each piece of taxable property.,Core
668,21556,Appraisers and Assessors of Real Estate,0,,"Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.",Core
669,21557,Appraisers and Assessors of Real Estate,1,,Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.,Core
670,21558,Appraisers and Assessors of Real Estate,1,,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",Core
671,21559,Appraisers and Assessors of Real Estate,0,,Explain real and personal property taxes to property owners.,Core
672,21560,Appraisers and Assessors of Real Estate,0,,Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.,Core
673,21561,Appraisers and Assessors of Real Estate,1,,Establish uniform and equitable systems for assessing all classes and kinds of property.,Core
674,21562,Appraisers and Assessors of Real Estate,1,,Examine income records and operating costs of income properties.,Core
675,21563,Appraisers and Assessors of Real Estate,1,,"Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.",Core
676,21564,Appraisers and Assessors of Real Estate,1,,Maintain familiarity with aspects of local real estate markets.,Core
677,21565,Appraisers and Assessors of Real Estate,1,,"Search public records for transactions such as sales, leases, and assessments.",Core
678,21566,Appraisers and Assessors of Real Estate,1,,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,Core
679,21567,Appraisers and Assessors of Real Estate,1,,Verify legal descriptions of properties by comparing them to county records.,Core
680,21569,Appraisers and Assessors of Real Estate,0,,"Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.",Core
681,21570,Appraisers and Assessors of Real Estate,0,,Obtain county land values and sales information about nearby properties to aid in establishment of property values.,Core
682,21571,Appraisers and Assessors of Real Estate,1,,"Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.",Core
683,21572,Appraisers and Assessors of Real Estate,1,,"Estimate building replacement costs, using building valuation manuals and professional cost estimators.",Core
684,21573,Appraisers and Assessors of Real Estate,0,,Draw land diagrams to be used in appraisal reports to support findings.,Core
685,21574,Appraisers and Assessors of Real Estate,0,,Testify in court as to the value of a piece of real estate property.,Core
686,21575,Appraisers and Assessors of Real Estate,1,,Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.,Supplemental
687,21576,Appraisers and Assessors of Real Estate,1,,Approve applications for property tax exemptions or deductions.,Supplemental
688,21577,Appraisers and Assessors of Real Estate,1,,"Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",Supplemental
689,21578,Appraisers and Assessors of Real Estate,1,,"Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.",
690,3399,Budget Analysts,1,,Summarize budgets and submit recommendations for the approval or disapproval of funds requests.,Core
691,3394,Budget Analysts,1,,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,Core
692,3402,Budget Analysts,1,,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations.",Core
693,3395,Budget Analysts,0,,Direct the preparation of regular and special budget reports.,Core
694,3398,Budget Analysts,0,,"Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.",Core
695,3405,Budget Analysts,1,,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,Core
696,3401,Budget Analysts,1,,Review operating budgets to analyze trends affecting budget needs.,Core
697,3404,Budget Analysts,1,,Interpret budget directives and establish policies for carrying out directives.,Core
698,3397,Budget Analysts,1,,"Match appropriations for specific programs with appropriations for broader programs, including items for emergency funds.",Core
699,3396,Budget Analysts,0,,Consult with managers to ensure that budget adjustments are made in accordance with program changes.,Core
700,3403,Budget Analysts,1,,"Perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.",Core
701,3400,Budget Analysts,1,,Seek new ways to improve efficiency and increase profits.,Core
702,1250,Credit Analysts,1,,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,Core
703,1254,Credit Analysts,1,,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",Core
704,1255,Credit Analysts,1,,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",Core
705,1251,Credit Analysts,1,,Prepare reports that include the degree of risk involved in extending credit or lending money.,Core
706,1259,Credit Analysts,1,,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",Core
707,1257,Credit Analysts,1,,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",Core
708,1258,Credit Analysts,0,,Consult with customers to resolve complaints and verify financial and credit transactions.,Core
709,21164,Credit Analysts,0,,Contact customers to collect payments on delinquent accounts.,Supplemental
710,1252,Credit Analysts,1,,"Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.",Supplemental
711,1256,Credit Analysts,1,,Review individual or commercial customer files to identify and select delinquent accounts for collection.,Supplemental
712,1253,Credit Analysts,0,,Confer with credit association and other business representatives to exchange credit information.,Supplemental
713,21579,Financial and Investment Analysts,0,,"Advise clients on aspects of capitalization, such as amounts, sources, or timing.",
714,21580,Financial and Investment Analysts,1,,Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,
715,21581,Financial and Investment Analysts,0,,Assess companies as investments for clients by examining company facilities.,
716,21582,Financial and Investment Analysts,0,,"Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.",
717,21583,Financial and Investment Analysts,0,,Collaborate with investment bankers to attract new corporate clients.,
718,21584,Financial and Investment Analysts,1,,Conduct financial analyses related to investments in green construction or green retrofitting projects.,
719,21585,Financial and Investment Analysts,0,,"Confer with clients to restructure debt, refinance debt, or raise new debt.",
720,21586,Financial and Investment Analysts,0,,Create client presentations of plan details.,
721,21587,Financial and Investment Analysts,1,,Determine the prices at which securities should be syndicated and offered to the public.,
722,21589,Financial and Investment Analysts,0,,"Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",
723,21590,Financial and Investment Analysts,1,,Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.,
724,21591,Financial and Investment Analysts,1,,Evaluate and compare the relative quality of various securities in a given industry.,
725,21592,Financial and Investment Analysts,1,,Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.,
726,21593,Financial and Investment Analysts,1,,"Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",
727,21594,Financial and Investment Analysts,1,,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",
728,21595,Financial and Investment Analysts,1,,"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",
729,21596,Financial and Investment Analysts,1,,"Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",
730,21597,Financial and Investment Analysts,1,,Perform securities valuation or pricing.,
731,21598,Financial and Investment Analysts,1,,Prepare all materials for transactions or execution of deals.,
732,21599,Financial and Investment Analysts,1,,"Prepare plans of action for investment, using financial analyses.",
733,21600,Financial and Investment Analysts,0,,"Present oral or written reports on general economic trends, individual corporations, and entire industries.",
734,21601,Financial and Investment Analysts,0,,Purchase investments for companies in accordance with company policy.,
735,21602,Financial and Investment Analysts,0,,"Recommend investments and investment timing to companies, investment firm staff, or the public.",
736,21603,Financial and Investment Analysts,1,,"Specialize in green financial instruments, such as socially responsible mutual funds or exchange-traded funds (ETF) that are comprised of green companies.",
737,12907,Personal Financial Advisors,0,,"Interview clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, or other information needed to develop a financial plan.",Core
738,20182,Personal Financial Advisors,0,,"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",Core
739,20184,Personal Financial Advisors,0,,"Manage client portfolios, keeping client plans up-to-date.",Core
740,12909,Personal Financial Advisors,0,,"Implement financial planning recommendations, or refer clients to someone who can assist them with plan implementation.",Core
741,12904,Personal Financial Advisors,1,,Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,Core
742,12905,Personal Financial Advisors,1,,Answer clients' questions about the purposes and details of financial plans and strategies.,Core
743,20183,Personal Financial Advisors,1,,"Review clients' accounts and plans regularly to determine whether life changes, economic changes, environmental concerns, or financial performance indicate a need for plan reassessment.",Core
744,12915,Personal Financial Advisors,0,,Contact clients periodically to determine any changes in their financial status.,Core
745,20187,Personal Financial Advisors,1,,Investigate available investment opportunities to determine compatibility with client financial plans.,Core
746,20186,Personal Financial Advisors,0,,Explain to clients the personal financial advisor's responsibilities and the types of services to be provided.,Core
747,20189,Personal Financial Advisors,1,,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",Core
748,12913,Personal Financial Advisors,1,,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",Core
749,20188,Personal Financial Advisors,1,,Monitor financial market trends to ensure that client plans are responsive.,Core
750,12914,Personal Financial Advisors,0,,"Guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills.",Core
751,20185,Personal Financial Advisors,0,,Recruit and maintain client bases.,Core
752,12917,Personal Financial Advisors,1,,Devise debt liquidation plans that include payoff priorities and timelines.,Core
753,12918,Personal Financial Advisors,0,,"Open accounts for clients, and disburse funds from accounts to creditors as agent for clients.",Supplemental
754,19571,Personal Financial Advisors,1,,"Recommend environmentally responsible investments, such as cleantech, alternative energy, or conservation technologies, companies, or funds.",Supplemental
